season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
2021,TEN,LB,LOLB,48,Inactive,Bud Dupree,Bud,Dupree,1993-02-12,76,269,Kentucky,Wilkinson County (GA),00-0032146,2576702,48dca4c3-c6ac-4122-aee6-26f7cd259824,28410,10351,9455,DuprAl00,16783,2327,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orbbcdwf2er05hy1l4mk"
2021,TEN,LB,ROLB,58,Active,Harold Landry,Harold,Landry,1996-06-05,74,252,Boston College,Pine Forest (NC),00-0034828,3122793,60d5e71e-e127-463b-8e6b-26a7dac3db76,31011,12883,48600,LandHa00,19862,5030,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pfesyojdcpuiy8xolsjy"
2021,TEN,LB,NA,47,Active,Jan Johnson,Jan,Johnson,1996-04-09,6-2,231,Penn State,Governor Mifflin (PA),00-0036067,3929644,0a5c0e59-34b8-4131-bb9c-e70caff8a4e0,33158,14855,35468,NA,22275,7278,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a3qgaqlbazefnstbnera"
2021,TEN,LB,NA,42,Active,Joe Jones,Joe,Jones,1994-02-21,72,240,Northwestern,Plano (IL),00-0033659,2974344,5554177a-c14b-4931-85c6-fc302eb6770a,30785,12454,12321,JoneJo05,19458,4572,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfhld4j7oly0skzd8p3s"
2021,TEN,LB,NA,57,Active,Tuzar Skipper,Tuzar,Skipper,1995-06-05,75,246,Toledo,Norwich Academy (CT),00-0035579,4039521,8471f3e4-b507-4554-afbb-df333694360b,32582,14293,44583,SkipTu00,21578,6679,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazq7vpsmixy1asto6pa"
2021,TEN,LB,RILB,54,Active,Rashaan Evans,Rashaan,Evans,1995-11-08,74,232,Alabama,Auburn (AL),00-0034743,3126349,0813c5eb-608c-4a6d-8bfb-ed3538767e90,30992,12879,50213,EvanRa01,19842,4978,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oocrbrbm4x1bbhzs30le"
2021,TEN,LB,LILB,55,Active,Jayon Brown,Jayon,Brown,1995-02-26,72,226,UCLA,Long Beach Poly (CA),00-0033954,3047559,29c53cbc-9d94-46af-b46a-674f9c1e5c79,30268,11963,11910,BrowJa06,19066,4220,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tu315vdgwxjvhpg4izix"
2021,TEN,LB,LILB,51,Active,David Long,David,Long,1996-10-12,71,227,West Virginia,Winton Woods (OH),00-0035292,3916074,55d7adb4-be58-4c59-9a6e-1ceb73c10c4d,32020,13486,29367,LongDa04,20862,5928,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljvs37mzgxrt5pn9iwmr"
2021,TEN,LB,NA,53,Inactive,B.J. Bello,B.J.,Bello,1994-10-31,75,229,Illinois State,Lincoln-Way West (IL),00-0033642,2970622,1d1d59bc-ed91-4ed6-adf3-f40d0e296554,30539,12434,12097,BellB.00,19441,4558,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcodwdsis92iva0h2wft"
2021,TEN,LS,NA,46,Active,Morgan Cox,Morgan,Cox,1986-04-26,76,233,Tennessee,Evangelical Christian (TN),00-0027557,13848,513df09d-7d3a-44a8-873c-34f2fe46326b,24362,7075,6020,CoxxMo00,11008,525,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/to8ggiitesym8vaxaqbe"
2021,TEN,OG,NA,53,Inactive,Ross Reynolds,Ross,Reynolds,1995-09-14,6-4,295,Iowa,Waukee (IA),00-0035036,3144994,06748afa-6b89-461d-8de6-9f1628169845,32326,13961,46142,NA,21353,6609,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fatqd4l9ew6kbga0nelc"
2021,TEN,OL,NA,68,Active,Chandon Herring,Chandon,Herring,1995-10-27,6-7,310,BYU,Perry (AZ),00-0036694,NA,090d7fd9-5a44-454a-88e2-db84fd18fd1f,NA,NA,41029,NA,NA,7851,0,NA
2021,TEN,OL,RT,72,Active,David Quessenberry,David,Quessenberry,1990-08-24,77,310,San Jose State,La Costa Canyon (CA),00-0030097,15946,496680c4-2432-481b-883c-6f311da3a4a3,26799,8829,7957,QuesDa00,14988,1428,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbhslmpdddrtzalnzwwe"
2021,TEN,OL,RG,75,Active,Dillon Radunz,Dillon,Radunz,1998-03-28,78,301,North Dakota State,Becker (MN),00-0036619,NA,88c9dc8c-2952-4e7c-8677-f29e30d15309,NA,15504,30551,NA,NA,7650,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctjcsaqocaelc0ths7ry"
2021,TEN,OL,RG,62,Active,Aaron Brewer,Aaron,Brewer,1997-10-28,73,274,Texas State,Skyline (TX),00-0036171,4040537,2a41d03d-aec1-4821-a241-6fbe1878d3fd,33338,14897,46014,NA,22419,7440,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq4xcj1gxlpgrerbsgj1"
2021,TEN,OT,NA,79,Inactive,Brent Qvale,Brent,Qvale,1991-03-11,6-7,315,Nebraska,Williston (ND),00-0031031,17087,19da8eea-111c-4e70-b516-0259015ad9db,27864,10144,8921,QvalBr01,16071,1860,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/semnuw5rf28v3paauh43"
2021,TEN,OT,LT,77,Active,Taylor Lewan,Taylor,Lewan,1991-07-22,79,309,Michigan,Chaparral (AZ),00-0031442,16708,1f301468-0e6e-4a38-9c73-919796ebaca8,27539,9256,8646,LewaTa00,16172,1933,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eh4f6hyqpvacnugveezy"
2021,TEN,OT,NA,73,Inactive,Paul Adams,Paul,Adams,1995-05-17,77,315,Missouri,Christ Presbyterian (TN),00-0035007,3122099,9f102200-82e7-4fce-a033-2a06d16c35fd,32233,13718,46846,NA,20732,5949,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gpbmmvskqas6b7x6qimj"
2021,TEN,OT,RT,71,Active,Kendall Lamm,Kendall,Lamm,1992-06-05,77,310,Appalachian State,Butler (NC),00-0031921,2509370,a87f6156-c028-4634-84a8-e3388d6dff2b,28892,10644,10017,LammKe00,17490,2985,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qjvfd8ihubiunofnxy4z"
2021,TEN,OT,NA,0,Inactive,Anthony McKinney,Anthony,McKinney,1997-10-25,6-8,314,Texas Christian,Harlem (IL),00-0036178,NA,3c136bfa-d96a-4b39-966a-43973010c5b0,33344,15156,NA,NA,22421,7442,1,NA
2021,TEN,P,NA,8,Active,James Smith,James,Smith,NA,6-5,231,Cincinnati,ProKick Australia (AUS),00-0036699,NA,f163999b-6b80-4fea-bf19-919ed2518bd3,NA,NA,42707,NA,NA,8086,0,NA
2021,TEN,P,NA,6,Active,Brett Kern,Brett,Kern,1986-02-17,74,214,Toledo,Grand Island (NY),00-0025825,11555,9aec0e35-cef7-4093-8de6-49868ca8644b,9070,6315,4580,KernBr20,10067,497,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eej4bvcoujtxx7giqlwn"
2021,TEN,QB,QB,17,Active,Ryan Tannehill,Ryan,Tannehill,1988-07-27,76,217,Texas A&M,Big Spring (TX),00-0029701,14876,5812204c-6dae-4450-8011-99e0f72864ac,25718,8040,7014,TannRy00,13799,1049,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hknfdi8rwhtpgpmwlhcy"
2021,TEN,QB,QB,18,Active,Kevin Hogan,Kevin,Hogan,1992-10-20,75,218,Stanford,Gonzaga College (DC),00-0032784,2577128,cd571cfc-9b44-4b69-a801-431db9aaa85e,29396,11058,10796,HogaKe00,18079,3318,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilxky9sgzwrvtgllergi"
2021,TEN,QB,QB,14,Active,DeShone Kizer,DeShone,Kizer,1995-01-03,6-4,233,Notre Dame,Toledo Central Catholic (OH),00-0033899,3129302,2a78e2e7-4ef3-4cdd-85e8-0d254b65143e,30165,11692,11807,KizeDe00,18868,4026,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqmmtdcwopaixn3m54ku"
2021,TEN,QB,QB,5,Active,Logan Woodside,Logan,Woodside,1995-01-27,73,213,Toledo,Franklin County (KY),00-0034438,3042749,ddff375b-365e-4af1-b9ae-58d03b1b1195,31219,12949,46517,WoodLo00,20055,5128,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlk40pkwhqw5mhtffztr"
2021,TEN,RB,RB,32,Inactive,Darrynton Evans,Darrynton,Evans,1998-07-09,71,200,Appalachian State,New Smyrna Beach (FL),00-0036297,4036431,eb3c219d-6489-4f2f-a542-bdbf7423a325,32763,14400,40692,EvanDa02,21845,7064,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oaao8m2fbovltqev5i7t"
2021,TEN,RB,RB,40,Active,Dontrell Hilliard,Dontrell,Hilliard,1995-02-26,71,202,Tulane,Scotlandville Magnet (LA),00-0034253,3126246,ef21feb3-991e-42d7-bb16-8bc92f7894bf,31457,13135,45691,HillDo00,20566,5536,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywwq5sjtwptjrbawq6w5"
2021,TEN,RB,RB,45,Active,Jordan Wilkins,Jordan,Wilkins,1994-07-18,73,216,Ole Miss,St. Benedict at Auburndale (TN),00-0034400,3051891,070850a3-7387-4836-b3eb-b1c8f8731aab,31139,12942,26618,WilkJo01,19979,5100,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a9imakcmvshhpqsi5u8v"
2021,TEN,RB,RB,28,Active,Jeremy McNichols,Jeremy,McNichols,1995-12-26,69,205,Boise State,Santa Margarita Catholic (CA),00-0033955,3127586,25cc3585-6194-4786-968a-2600db46b6c6,30275,11767,11917,McNiJe00,19065,4219,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwcqsanzizt8sq0jnnpr"
2021,TEN,RB,RB,22,Inactive,Derrick Henry,Derrick,Henry,1994-01-04,75,247,Alabama,Yulee (FL),00-0032764,3043078,87c481c7-7414-43cc-82df-19ca0c2ae22e,29279,10819,10679,HenrDe00,17959,3198,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ved7bttliyuaps02d77d"
2021,TEN,RB,RB,7,Active,D'Onta Foreman,D'Onta,Foreman,1996-04-24,73,236,Texas,Texas City (TX),00-0033925,3125116,02779042-2b4e-4fa9-b598-364fe01b523a,30202,11685,11844,ForeDO00,18957,4111,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjztfvhrrtjgczvmyhnz"
2021,TEN,T,NA,66,Inactive,Brandon Kemp,Brandon,Kemp,1997-01-18,79,310,Valdosta State,Columbia (GA),00-0036175,4408915,413b48a9-4af4-4eeb-875c-44ad76b519f5,33342,15161,NA,NA,22420,7441,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adpoj4k1cgdzr7klyxls"
2021,TEN,T,NA,78,Active,Cedric Ogbuehi,Cedric,Ogbuehi,1992-04-25,6-5,310,Texas A&M,Allen (TX),00-0032233,2511825,b2805ba0-6faa-404d-b0b5-7c8ccce85f3a,28409,10262,9454,OgbuCe00,16782,2326,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywj68gs8ors0w6kdhknw"
2021,TEN,T,NA,69,Active,Christian DiLauro,Christian,DiLauro,1994-11-11,78,300,Illinois,Green (OH),00-0034250,3042468,99c3a17f-afdd-4150-ba51-2120b61823fe,31453,13141,46976,NA,20268,5531,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v73ulfbrsb5of1clfa4k"
2021,TEN,T,NA,66,Active,Derwin Gray,Derwin,Gray,1995-05-10,76,320,Maryland,Friendship Collegiate Academy (DC),00-0035220,3115949,d48dd5f2-79ea-4821-be32-5c177c674bc3,32051,13857,46335,GrayDe01,20777,6028,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/riolbnmteft7yaakntwe"
2021,TEN,T,RT,70,Injured Reserve,Ty Sambrailo,Ty,Sambrailo,1992-03-10,6-5,311,Colorado State,St. Francis Catholic (CA),00-0032147,2514397,1f7fb52c-0320-4a3f-af26-608e99699fb3,28447,10275,9492,SambTy00,16820,2364,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rzx2kzsxlbhmzevaekzp"
2021,TEN,TE,TE,85,Inactive,MyCole Pruitt,MyCole,Pruitt,1992-03-24,74,245,Southern Illinois,Kirkwood (MO),00-0031585,2508256,f22b34cf-6ecf-4522-9c77-1da275dfda7d,28531,10251,9576,PruiMy00,16903,2446,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztnxn4wffhnm3s3ypzaj"
2021,TEN,TE,TE,87,Active,Geoff Swaim,Geoff,Swaim,1993-09-16,76,260,Texas,Pleasant Valley (CA),00-0032141,3046704,d0f9112d-2496-450a-9fc5-d2d01b4d2454,28634,10507,9679,SwaiGe00,17005,2545,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zkurufp1suswhdb611hs"
2021,TEN,TE,TE,49,Inactive,Briley Moore-McKinney,Briley,Moore-McKinney,1998-01-13,76,250,Kansas State,Blue Springs South (MO),00-0036696,NA,7656034d-8647-49e5-b0d4-b708423042ee,NA,15561,NA,NA,NA,7903,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sztxzdhtmfuxtbxrfy6t"
2021,TEN,TE,TE,86,Active,Anthony Firkser,Anthony,Firkser,1995-02-19,74,246,Harvard,Manalapan (NJ),00-0033455,3049698,b0719e3d-199b-46e5-a2b4-1091f6fd5c0d,30571,12235,51837,FirkAn00,19296,4435,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swezlow3dgygychrqrph"
2021,TEN,TE,NA,83,Active,Gabe Holmes,Gabe,Holmes,1991-03-29,6-5,255,Purdue,St. Thomas Aquinas (FL),00-0031884,2468368,0f0aa0af-8830-47f8-b83b-ba0aab773594,28964,10560,9980,HolmGa00,17182,2714,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xijxyhyndupwwmko56ke"
2021,TEN,TE,NA,83,Inactive,Donnie Ernsberger,Donnie,Ernsberger,1996-10-13,6-2,237,Western Michigan,Lakeview (MI),00-0034611,3129455,d9fcbb62-399e-46c8-8a74-b5f3d96a3fa0,31255,12948,47243,ErnsDo00,20370,5288,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/idrlzzfrggyeo9ucsml7"
2021,TEN,TE,TE,89,Inactive,Tommy Hudson,Tommy,Hudson,1997-02-22,77,255,Arizona State,Archbishop Mitty (CA),00-0036173,3675550,62d557bc-ee99-4703-83f8-e7b1ca0c89e7,33340,15159,47412,NA,22418,7439,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fddmfibzae9lmgrl7dxr"
2021,TEN,TE,TE,84,Active,Austin Fort,Austin,Fort,1995-05-14,76,244,Wyoming,Campbell County (WY),00-0034932,3125402,92c3ccc0-b808-4852-a65d-c2c7e9118cef,32191,14062,30778,NA,21369,6396,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwig651kxojx8wg7iu7f"
2021,TEN,TE,TE,83,Active,Ryan Izzo,Ryan,Izzo,1995-12-21,77,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,IzzoRy00,20069,5094,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrgkhzunyljetpkfadkt"
2021,TEN,WR,SWR,13,Inactive,Cameron Batson,Cameron,Batson,1995-12-20,68,175,Texas Tech,Millwood (OK),00-0034652,3139456,54c60acc-65ac-4e63-a988-697ee26e862a,31623,13206,47669,BatsCa00,20372,5289,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwrloglkpcnshg9wxdpd"
2021,TEN,WR,LWR,82,Active,Fred Brown,Fred,Brown,1993-12-01,6-1,196,Mississippi State,Jim Hill (MS),00-0033994,2971397,1eaede88-f9fd-497d-93bf-2849948c993c,30901,12291,23172,BrowFr01,19671,4752,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljihjkepcfnshjkom2un"
2021,TEN,WR,RWR,12,Active,Rashard Davis,Rashard,Davis,1995-09-14,5-9,175,James Madison,Charlottesville (VA),00-0034034,3049329,4e87e1a1-8b89-4738-a527-87eb0663c35d,30940,12367,38044,DaviRa01,19732,4828,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/row1skup96vnnn29zsdq"
2021,TEN,WR,LWR,83,Active,Caleb Scott,Caleb,Scott,1996-02-26,74,203,Vanderbilt,North Gwinnett (GA),00-0034243,3122167,a3055591-6c57-4ff0-9a2f-5e2547c62820,31464,13064,48100,NA,20182,5223,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxjawoto0p34horsylkv"
2021,TEN,WR,RWR,2,Active,Julio Jones,Julio,Jones,1989-02-03,75,220,Alabama,Foley (AL),00-0027944,13982,0b3217b9-ba37-4222-95cb-a7a222441e8b,24793,7242,6158,JoneJu02,13291,947,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxrjunbln50toj2tmvbs"
2021,TEN,WR,NA,19,Active,Golden Tate,Golden,Tate,1988-08-02,70,197,Notre Dame,Pope John Paul II (TN),00-0027891,13217,c88d9352-b835-45ed-a909-1cfec09a58bc,24035,6389,5585,TateGo00,11611,642,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ou4hq9jwx5iqbvp1u62j"
2021,TEN,WR,LWR,83,Active,Chris Rowland,Chris,Rowland,1997-12-19,5-8,170,Tennessee State,Ravenwood (TN),00-0035789,4052137,40f11577-5646-4da3-99ba-ea8b038b17a3,33066,14885,20203,RowlCh00,22177,7175,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voebznmztwuo0ekynkoy"
2021,TEN,WR,LWR,80,Active,Chester Rogers,Chester,Rogers,1994-01-12,72,184,Grambling,Lee (AL),00-0032355,2983209,958c9833-2e55-411a-8e0e-ecc229bbeb14,29609,11256,10918,RogeCh02,18361,3582,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkszsifhpwtjpvjvlxw5"
2021,TEN,WR,LWR,11,Active,A.J. Brown,A.J.,Brown,1997-06-30,73,226,Ole Miss,Starkville (MS),00-0035676,4047646,a9e580f2-1fbe-46fb-887c-c84089b507e4,31883,13432,48327,BrowAJ00,21042,5859,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oiacjddbxvaeiewm9v62"
2021,TEN,WR,NA,19,Active,Kalija Lipscomb,Kalija,Lipscomb,1997-10-06,6-1,200,Vanderbilt,Jesuit (LA),00-0035887,4035277,528b6f5c-7043-4c5a-bb04-7314b1e0f155,32946,14640,NA,NA,21716,6832,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035277.png
2021,TEN,WR,LWR,88,Inactive,Marcus Johnson,Marcus,Johnson,1994-08-05,73,207,Texas,Clear Springs (TX),00-0032980,2971718,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,29678,11534,11074,JohnMa07,18209,3445,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zliegu0pfjyehqw1ozzh"
2021,TEN,WR,SWR,15,Active,Nick Westbrook-Ikhine,Nick,Westbrook-Ikhine,1997-03-21,74,215,Indiana,Lake Mary (FL),00-0036182,3929785,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,33348,14750,47861,WestNi00,21734,7496,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkfbmmwufx3fmqd9cth9"
2021,TEN,WR,SWR,81,Active,Racey McMath,Racey,McMath,1999-06-14,75,217,LSU,Edna Karr (LA),00-0036652,NA,2a977d56-5e34-48dc-986a-e862e6886112,NA,15454,61401,McMaRa00,NA,7793,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kggihjcebdl3e7pro78t"
2021,TEN,WR,RWR,16,Inactive,Cody Hollister,Cody,Hollister,1993-11-18,76,216,Arkansas,Mountain View (OR),00-0033386,3115443,6a8b0081-6ac5-4eb7-8840-8fd633568e78,30660,12926,12052,HollCo00,19280,4420,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oabhyr90yythhrmion4c"
2021,TEN,WR,RWR,10,Active,Dez Fitzpatrick,Dez,Fitzpatrick,1997-12-17,74,208,Louisville,Mott (MI),00-0036627,NA,e1d69406-4bcf-46d3-b35f-5ef170e5258b,NA,15466,42349,FitzDe00,NA,7729,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unxs3jdj0qphnyh6i0jm"
2021,TEN,WR,RWR,12,Active,Mason Kinsey,Mason,Kinsey,1998-08-29,70,198,Berry,Habersham Central (GA),00-0036176,4057082,4d14a6cd-273f-4cf4-aac0-7fe041b6c650,33351,14858,115664,NA,22415,7436,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qekwqxq5okujuoiqilr2"
2021,WAS,C,C,61,Active,Jon Toth,Jon,Toth,1994-02-11,77,308,Kentucky,Brebeuf Jesuit (IN),00-0034058,2971093,f527c2af-05ac-4086-a35e-8efa1136860d,30956,11823,22917,NA,19760,4860,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kv7kjunfm0gzejerdkzy"
2021,WAS,C,NA,73,Inactive,Chase Roullier,Chase,Roullier,1993-08-23,76,312,Wyoming,Burnsville (MN),00-0033529,2976182,fb69c7cd-75b1-4431-8648-daec4817974a,30312,11816,11954,RoulCh00,19134,4288,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o0l1kltz7aqq54eki6ka"
2021,WAS,C,C,60,Active,Keith Ismael,Keith,Ismael,1998-07-25,75,310,San Diego State,Sacred Heart Cathedral (CA),00-0036342,4036831,446f9da4-8ca7-4552-9674-e0391ae2a2d6,32826,14662,41878,IsmaKe00,21945,6877,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j7qggybtsikbnajh54nm"
2021,WAS,C,NA,0,Active,Quinton Schooley,Quinton,Schooley,NA,6-3,302,North Carolina State,NA,NA,NA,ffdf2019-e01a-49be-86e5-09b25371af2b,29495,11544,NA,NA,18326,4911,1,NA
2021,WAS,C,C,69,Inactive,Tyler Larsen,Tyler,Larsen,1991-07-08,76,335,Utah State,Jordan (UT),00-0030869,17196,1b1e5bef-13e9-4814-b7ef-7970cbf103b8,28105,9433,9304,LarsTy00,16021,1826,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrggyj2gbtz8nonnylay"
2021,WAS,CB,FS,20,Active,Bobby McCain,Bobby,McCain,1993-08-18,69,196,Memphis,Oxford (AL),00-0031587,2575606,7f32c3e6-113f-4922-b51d-a1a5a1d43bcf,28533,10422,9578,McCaBo01,16905,2448,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yr7hzgvqb14fstrszvma"
2021,WAS,CB,NA,34,Active,Aaron Colvin,Aaron,Colvin,1991-10-02,6-0,191,Oklahoma,Owasso (OK),00-0031259,16900,76c630cf-0fd3-4210-a73d-9347da9d9d66,27642,9337,8749,ColvAa00,16249,1982,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gqmwdqnpvxq56hpecvwp"
2021,WAS,CB,NA,14,Active,D.J. Hayden,D.J.,Hayden,1990-06-27,71,190,Houston,Elkins (TX),00-0030572,15794,5c4ec28a-5393-4073-a71d-df0dad8858c6,26635,8879,7793,HaydDJ00,15067,1472,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cp05t18n1z5whrkc7igu"
2021,WAS,CB,LCB,34,Active,Darryl Roberts,Darryl,Roberts,1990-11-26,72,190,Marshall,Lakeland (FL),00-0031628,2515490,5ce96781-4dea-4995-a6ae-7e8ba7acfdbc,28635,10427,9680,RobeDa00,17006,2546,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fszwbpiuqealhyh0l3rh"
2021,WAS,CB,NA,38,Active,Simeon Thomas,Simeon,Thomas,1993-09-22,6-3,197,Louisiana-Lafayette,Carol City (FL),00-0034276,3042496,c0520c25-b89b-4f4b-a905-dd0c5612cf88,31158,12991,51583,ThomSi00,19971,5082,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fbytfuptbqfgzhldcsz2"
2021,WAS,CB,NA,35,Inactive,Torry McTyer,Torry,McTyer,1995-04-10,71,188,UNLV,Cathedral (CA),00-0033405,3058965,46e11bbc-8d8a-4b32-96a0-d059472b8fc6,30646,12040,49357,McTyTo00,19254,4395,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fihkqpnzwigqms2mh2sx"
2021,WAS,CB,RCB,23,Inactive,William Jackson,William,Jackson,1992-10-27,72,189,Houston,Wheatley (TX),00-0033107,3061106,c967809a-7c88-447d-9d9f-6aebfc8370f7,29258,11067,10658,JackWi02,17945,3184,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pfmnqwduj2bkposbv72i"
2021,WAS,CB,NA,37,Active,Corn Elder,Corn,Elder,1994-10-09,70,185,Miami (FL),The Ensworth School (TN),00-0033289,3051929,fde0f790-29a9-4212-a357-17657055c1db,30265,12014,11907,EldeCo00,19038,4192,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ivptukrhxzlaj9iy47q5"
2021,WAS,CB,RCB,36,Active,Danny Johnson,Danny,Johnson,1995-11-17,69,190,Southern U.,East Feliciana (LA),00-0034071,3141066,3f178f8f-97fc-491c-ae5a-4c2544e611ef,31402,12834,49379,JohnDa09,20395,5388,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t14lisxsikfsjjhfepts"
2021,WAS,CB,NA,46,Active,Cole Luke,Cole,Luke,1995-06-30,5-11,200,Notre Dame,Hamilton (AZ),00-0033410,3052883,8e06b4a9-d210-465c-80b7-9bae20dc64b2,30381,12091,50361,LukeCo00,19216,4359,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ej8zujhvgutt4xwx3ayy"
2021,WAS,CB,LCB,29,Active,Kendall Fuller,Kendall,Fuller,1995-02-13,71,198,Virginia Tech,Good Counsel (MD),00-0033084,3045465,81ba31db-e21a-4944-8d0f-4e12cb83e3c4,29318,11038,10718,FullKe00,18013,3252,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ku2qusev8vm9entvwsfv"
2021,WAS,DB,NA,24,Active,Chris Miller,Chris,Miller,1997-10-06,6-0,191,Baylor,Lone Star (TX),00-0036060,4035402,2d969b4e-4da9-4bf6-abd7-02c5e607c080,33287,14692,25686,NA,21941,7432,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppxeyf80pzb4fjqz3i46"
2021,WAS,DB,NA,26,Inactive,Landon Collins,Landon,Collins,1994-01-10,72,218,Alabama,Dutchtown (LA),00-0032262,2979841,a9c41c5b-0dcf-40cc-a76c-644307f2f2df,28421,10057,9466,CollLa00,16794,2338,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyefzfcujafngv8nmzea"
2021,WAS,DB,SS,48,Active,Darrick Forrest,Darrick,Forrest,1999-05-22,72,200,Cincinnati,Walnut Ridge (OH),00-0036638,NA,6c582650-e297-470b-bb43-f9a1cee68417,NA,15598,55087,ForrDa00,NA,7827,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mxlxtn8moj6edkwqfd0a"
2021,WAS,DB,NA,22,Inactive,Deshazor Everett,Deshazor,Everett,1992-02-22,72,203,Texas A&M,DeRidder (LA),00-0031844,2578692,6e91b25a-4bf4-4a53-a328-69d3e7ef86c1,28785,10701,9940,EverDe01,17111,2643,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9wxc1vtscwyyehml9dq"
